147	1	3.867462
148	5	5.596830
151	3	4.030809
151	6	3.322002
151	4	2.493710
152	3	5.555214
154	6	2.774801
155	6	2.761507
156	6	4.515895
157	3	5.212285
158	1	3.675295
159	3	4.365716
160	4	5.599398
161	2	4.573223
162	4	4.645069
162	1	2.791822
163	4	3.731271
164	1	5.364946
166	5	5.195837
166	4	4.247653
166	6	2.535065
167	1	3.805394
168	1	4.750296
169	2	4.120437
169	4	3.380392
170	5	3.618554
172	3	5.521115
173	3	4.002602
173	1	3.328550
173	4	1.617067
175	6	4.387444
176	3	4.451587
176	6	2.668748
177	2	4.635659
177	4	4.635659
177	3	3.872339
177	6	3.052074
179	6	2.713602
180	2	5.239195
181	4	3.514685
181	1	2.703148
182	4	2.693426
183	2	3.612756
184	5	5.267097
185	2	5.196984
185	3	3.666882
185	4	2.920826
185	6	1.525199
186	2	4.599843
188	5	4.561067
189	4	3.539203
189	6	1.798598
190	3	5.198070
190	5	4.393367
191	1	3.867462
192	3	4.347787
192	4	2.596496
193	5	3.702908
194	5	4.643715
194	1	3.744500
196	2	4.517084
196	6	4.497804
197	4	3.674700
197	6	1.825073
198	2	5.830500
198	3	3.377699
198	5	3.261198
199	4	3.806538
200	5	3.722417
205	3	6.086870
205	6	3.435796
206	4	1.795973
207	1	1.948025
208	4	5.575124
209	4	3.699058
209	6	2.830986
210	1	3.621167
211	1	5.371485
211	6	3.536581
212	3	3.418395
212	6	2.594025
213	2	4.862497
213	5	4.023008
214	1	2.875523
215	6	2.785788
218	6	1.716165
219	1	5.444512
219	4	4.510150
