147	2	2
147	3	3
147	4	4
147	5	5
147	6	6
148	1	1
148	2	2
148	4	5
148	5	3
149	1	1
149	2	5
149	3	3
149	4	4
149	5	2
149	6	6
150	1	6
150	2	1
150	3	2
150	5	4
150	6	3
151	1	1
151	3	2
151	4	4
151	5	3
151	6	6
152	1	2
152	2	1
152	3	3
152	4	4
152	5	5
152	6	6
153	1	2
153	2	1
153	4	5
153	6	3
154	2	6
154	3	5
154	4	3
154	5	2
154	6	1
155	1	1
155	2	2
155	3	3
155	4	4
155	6	6
156	1	5
156	2	4
156	3	3
156	4	6
156	5	2
156	6	1
157	1	6
157	2	5
157	3	2
157	4	4
157	5	1
157	6	3
158	1	3
158	2	2
158	4	4
158	5	1
158	6	5
159	1	4
159	2	6
159	3	3
159	4	2
159	5	1
159	6	5
160	1	3
160	4	2
160	5	1
160	6	6
161	1	2
161	2	1
161	4	4
161	5	5
161	6	3
162	1	2
162	2	1
162	3	3
162	4	4
162	5	5
162	6	6
163	1	2
163	2	6
163	3	5
163	4	3
163	5	4
163	6	1
164	1	5
164	3	4
164	4	1
164	5	2
165	2	2
165	3	3
165	4	4
165	5	5
165	6	1
166	1	3
166	3	4
166	4	1
166	5	5
166	6	6
167	1	1
167	2	3
167	3	5
167	4	4
167	5	2
167	6	6
168	1	1
168	2	2
168	4	5
168	6	3
169	1	5
169	2	3
169	3	1
169	4	6
169	5	2
169	6	4
170	2	3
170	3	2
170	5	6
170	6	5
171	2	2
171	3	3
171	4	6
171	5	4
171	6	5
172	1	2
172	2	1
172	3	6
172	4	3
172	5	4
172	6	5
173	1	6
173	2	5
173	3	4
173	4	3
173	5	2
173	6	1
174	1	2
174	2	4
175	1	6
175	3	2
175	4	4
175	5	5
175	6	3
176	1	6
176	2	3
176	3	4
176	4	2
176	5	5
176	6	1
177	1	5
177	2	6
177	3	3
177	4	4
177	6	1
178	1	3
178	2	2
178	3	1
178	4	6
178	5	5
178	6	4
179	1	1
179	3	5
179	5	3
179	6	6
180	2	4
180	4	2
180	5	3
180	6	6
181	1	2
181	2	4
181	3	1
181	4	3
181	6	5
182	1	2
182	2	1
182	3	5
182	4	4
182	6	3
183	1	1
183	2	6
183	4	4
183	5	3
183	6	2
184	1	5
184	4	6
184	5	2
184	6	1
185	2	2
185	3	5
185	4	3
185	6	6
186	1	2
186	2	1
186	5	5
186	6	4
187	1	1
187	2	2
187	3	5
187	4	3
187	5	4
187	6	6
188	2	3
188	3	6
188	5	4
188	6	5
189	1	1
189	2	2
189	4	3
189	5	5
189	6	6
190	2	4
190	3	3
190	4	2
190	5	5
191	1	1
191	2	2
191	3	3
191	4	4
191	5	5
191	6	6
192	1	2
192	2	1
192	3	5
192	4	6
192	6	3
193	1	2
193	2	3
193	5	4
193	6	6
194	1	1
194	3	3
194	4	4
194	5	5
194	6	6
195	1	1
195	2	2
195	3	3
195	4	4
195	6	6
196	2	2
196	3	3
196	4	5
196	6	6
197	1	2
197	3	5
197	4	4
197	5	1
197	6	6
198	2	2
198	3	3
198	4	4
198	5	5
198	6	6
199	1	1
199	2	2
199	3	4
199	4	3
199	5	5
199	6	6
200	2	3
200	5	6
201	1	6
201	2	5
201	5	4
201	6	3
202	1	6
202	2	5
202	3	4
202	4	3
202	6	1
203	1	2
203	6	4
204	1	4
204	2	5
204	3	6
204	4	1
205	1	1
205	2	2
205	3	3
205	4	5
205	5	4
205	6	6
206	1	4
206	2	2
206	3	3
206	4	1
206	5	5
206	6	6
207	1	3
207	2	2
207	3	5
207	4	1
207	5	4
207	6	6
208	1	2
208	3	4
208	4	3
208	5	1
208	6	6
209	2	4
209	4	6
209	5	2
209	6	5
210	1	5
210	3	4
210	4	6
211	1	3
211	2	1
211	3	4
211	6	6
212	2	6
212	3	2
212	4	1
212	6	3
213	1	6
213	2	5
213	3	4
213	4	3
213	5	1
213	6	2
214	1	5
214	2	2
214	3	3
214	5	4
214	6	6
215	5	3
215	6	6
216	2	2
216	3	3
216	4	6
216	5	5
216	6	4
217	1	1
217	2	5
217	4	2
217	5	4
217	6	6
218	1	2
218	2	4
218	3	1
218	6	5
219	1	6
219	2	5
219	3	4
219	4	1
219	5	3
