147	1	1
148	1	1
149	1	1
150	1	6
151	1	1
152	1	2
153	1	2
154	1	4
155	1	1
156	1	5
157	1	6
158	1	3
159	1	4
160	1	3
161	1	2
162	1	2
163	1	2
164	1	5
165	1	6
166	1	3
167	1	1
168	1	1
169	1	5
170	1	4
171	1	1
172	1	2
173	1	6
174	1	2
175	1	6
176	1	6
177	1	5
178	1	3
179	1	1
180	1	5
181	1	2
182	1	2
183	1	1
184	1	5
185	1	1
186	1	2
187	1	1
188	1	2
189	1	1
190	1	1
191	1	1
192	1	2
193	1	2
194	1	1
195	1	1
196	1	1
197	1	2
198	1	1
199	1	1
200	1	2
201	1	6
202	1	6
203	1	2
204	1	4
205	1	1
206	1	4
207	1	3
208	1	2
209	1	1
210	1	5
211	1	3
212	1	5
213	1	6
214	1	5
215	1	2
216	1	1
217	1	1
218	1	2
219	1	6
147	2	2
148	2	2
149	2	5
150	2	1
151	2	5
152	2	1
153	2	1
154	2	6
155	2	2
156	2	4
157	2	5
158	2	2
159	2	6
160	2	5
161	2	1
162	2	1
163	2	6
164	2	6
165	2	2
166	2	2
167	2	3
168	2	2
169	2	3
170	2	3
171	2	2
172	2	1
173	2	5
174	2	4
175	2	1
176	2	3
177	2	6
178	2	2
179	2	4
180	2	4
181	2	4
182	2	1
183	2	6
184	2	4
185	2	2
186	2	1
187	2	2
188	2	3
189	2	2
190	2	4
191	2	2
192	2	1
193	2	3
194	2	2
195	2	2
196	2	2
197	2	3
198	2	2
199	2	2
200	2	3
201	2	5
202	2	5
203	2	3
204	2	5
205	2	2
206	2	2
207	2	2
208	2	5
209	2	4
210	2	2
211	2	1
212	2	6
213	2	5
214	2	2
215	2	4
216	2	2
217	2	5
218	2	4
219	2	5
147	3	3
148	3	4
149	3	3
150	3	2
151	3	2
152	3	3
153	3	4
154	3	5
155	3	3
156	3	3
157	3	2
158	3	6
159	3	3
160	3	4
161	3	6
162	3	3
163	3	5
164	3	4
165	3	3
166	3	4
167	3	5
168	3	4
169	3	1
170	3	2
171	3	3
172	3	6
173	3	4
174	3	3
175	3	2
176	3	4
177	3	3
178	3	1
179	3	5
180	3	1
181	3	1
182	3	5
183	3	5
184	3	3
185	3	5
186	3	6
187	3	5
188	3	6
189	3	4
190	3	3
191	3	3
192	3	5
193	3	5
194	3	3
195	3	3
196	3	3
197	3	5
198	3	3
199	3	4
200	3	4
201	3	1
202	3	4
203	3	1
204	3	6
205	3	3
206	3	3
207	3	5
208	3	4
209	3	3
210	3	4
211	3	4
212	3	2
213	3	4
214	3	3
215	3	5
216	3	3
217	3	3
218	3	1
219	3	4
147	4	4
148	4	5
149	4	4
150	4	5
151	4	4
152	4	4
153	4	5
154	4	3
155	4	4
156	4	6
157	4	4
158	4	4
159	4	2
160	4	2
161	4	4
162	4	4
163	4	3
164	4	1
165	4	4
166	4	1
167	4	4
168	4	5
169	4	6
170	4	1
171	4	6
172	4	3
173	4	3
174	4	5
175	4	4
176	4	2
177	4	4
178	4	6
179	4	2
180	4	2
181	4	3
182	4	4
183	4	4
184	4	6
185	4	3
186	4	3
187	4	3
188	4	1
189	4	3
190	4	2
191	4	4
192	4	6
193	4	1
194	4	4
195	4	4
196	4	5
197	4	4
198	4	4
199	4	3
200	4	1
201	4	2
202	4	3
203	4	5
204	4	1
205	4	5
206	4	1
207	4	1
208	4	3
209	4	6
210	4	6
211	4	2
212	4	1
213	4	3
214	4	1
215	4	1
216	4	6
217	4	2
218	4	3
219	4	1
147	5	5
148	5	3
149	5	2
150	5	4
151	5	3
152	5	5
153	5	6
154	5	2
155	5	5
156	5	2
157	5	1
158	5	1
159	5	1
160	5	1
161	5	5
162	5	5
163	5	4
164	5	2
165	5	5
166	5	5
167	5	2
168	5	6
169	5	2
170	5	6
171	5	4
172	5	4
173	5	2
174	5	1
175	5	5
176	5	5
177	5	2
178	5	5
179	5	3
180	5	3
181	5	6
182	5	6
183	5	3
184	5	2
185	5	4
186	5	5
187	5	4
188	5	4
189	5	5
190	5	5
191	5	5
192	5	4
193	5	4
194	5	5
195	5	5
196	5	4
197	5	1
198	5	5
199	5	5
200	5	6
201	5	4
202	5	2
203	5	6
204	5	2
205	5	4
206	5	5
207	5	4
208	5	1
209	5	2
210	5	1
211	5	5
212	5	4
213	5	1
214	5	4
215	5	3
216	5	5
217	5	4
218	5	6
219	5	3
147	6	6
148	6	6
149	6	6
150	6	3
151	6	6
152	6	6
153	6	3
154	6	1
155	6	6
156	6	1
157	6	3
158	6	5
159	6	5
160	6	6
161	6	3
162	6	6
163	6	1
164	6	3
165	6	1
166	6	6
167	6	6
168	6	3
169	6	4
170	6	5
171	6	5
172	6	5
173	6	1
174	6	6
175	6	3
176	6	1
177	6	1
178	6	4
179	6	6
180	6	6
181	6	5
182	6	3
183	6	2
184	6	1
185	6	6
186	6	4
187	6	6
188	6	5
189	6	6
190	6	6
191	6	6
192	6	3
193	6	6
194	6	6
195	6	6
196	6	6
197	6	6
198	6	6
199	6	6
200	6	5
201	6	3
202	6	1
203	6	4
204	6	3
205	6	6
206	6	6
207	6	6
208	6	6
209	6	5
210	6	3
211	6	6
212	6	3
213	6	2
214	6	6
215	6	6
216	6	4
217	6	6
218	6	5
219	6	2
