147	1	5.459023
147	2	5.459023
147	4	4.498132
148	1	5.823293
149	6	4.216190
149	5	3.405510
150	5	5.441702
150	2	3.957641
150	3	3.124131
151	1	4.629905
152	5	5.677644
152	6	4.110230
152	2	3.210441
153	6	1.852219
154	3	4.469816
155	1	5.736486
155	2	5.702387
157	4	4.183736
157	6	3.219150
157	1	3.192854
158	2	3.563734
159	5	4.382618
159	1	4.338124
159	2	3.623558
160	5	5.472666
160	1	3.668997
162	2	4.762504
164	3	4.439744
165	4	4.512341
165	6	1.819661
166	3	3.613687
169	6	5.157566
169	3	3.506491
170	6	1.723365
172	2	3.790113
173	2	4.165262
173	6	2.509458
175	4	3.439149
176	4	4.965422
176	5	4.138879
176	1	3.208054
178	3	5.367449
180	6	5.507195
181	3	2.772268
182	1	6.507421
182	2	4.657091
182	6	2.692752
183	6	3.425397
183	5	3.408475
184	4	4.507492
186	6	1.827787
187	1	4.614416
187	3	4.594215
190	4	5.680883
191	4	5.627963
191	3	2.366424
191	5	1.550275
192	2	3.736732
194	4	4.708670
195	2	4.694436
195	6	2.720562
197	1	3.596195
197	3	3.580497
197	5	2.674515
198	6	1.837559
199	5	3.723793
199	1	3.699769
201	1	4.187709
201	5	3.974137
201	6	3.074137
202	3	4.819759
202	2	4.007379
202	4	3.157424
203	6	2.583098
204	1	4.502893
206	5	3.258834
206	2	3.194325
207	6	1.752749
208	3	4.367269
208	5	2.629456
209	5	4.595390
211	3	2.712817
212	4	5.387322
214	2	4.456959
214	6	1.736477
216	4	6.007622
216	6	1.661813
217	1	5.634694
219	3	4.533164
