147	2	2
147	3	3
147	4	4
147	6	6
148	1	1
148	3	4
148	5	3
148	6	6
149	1	1
149	2	5
149	5	2
149	6	6
150	1	6
150	2	1
150	3	2
150	4	5
150	5	4
150	6	3
151	1	1
151	2	5
151	3	2
151	4	4
151	6	6
152	1	2
152	2	1
152	3	3
152	4	4
152	5	5
152	6	6
153	1	2
153	2	1
153	3	4
153	5	6
153	6	3
154	1	4
154	2	6
154	3	5
154	4	3
154	5	2
154	6	1
155	1	1
155	2	2
155	3	3
155	4	4
155	5	5
155	6	6
156	3	3
156	4	6
156	5	2
156	6	1
157	1	6
157	3	2
157	4	4
157	6	3
158	1	3
158	2	2
158	3	6
158	4	4
158	6	5
159	1	4
159	2	6
159	3	3
159	4	2
159	5	1
159	6	5
160	1	3
160	2	5
160	3	4
160	4	2
160	5	1
161	2	1
161	3	6
161	4	4
162	1	2
162	2	1
162	3	3
162	4	4
162	5	5
162	6	6
163	4	3
163	5	4
163	6	1
164	1	5
164	2	6
164	3	4
164	4	1
164	6	3
165	1	6
165	2	2
165	4	4
165	5	5
165	6	1
166	2	2
166	3	4
166	4	1
166	5	5
166	6	6
167	1	1
167	2	3
167	5	2
167	6	6
168	1	1
168	3	4
168	4	5
168	5	6
169	1	5
169	2	3
169	3	1
169	4	6
169	6	4
170	1	4
170	4	1
170	5	6
170	6	5
171	1	1
171	2	2
171	3	3
171	4	6
171	6	5
172	1	2
172	2	1
172	3	6
172	5	4
173	1	6
173	2	5
173	3	4
173	4	3
173	6	1
174	1	2
174	3	3
174	4	5
174	5	1
174	6	6
175	1	6
175	2	1
175	3	2
175	4	4
175	5	5
175	6	3
176	1	6
176	2	3
176	3	4
176	4	2
176	5	5
176	6	1
177	2	6
177	3	3
177	4	4
177	5	2
177	6	1
178	1	3
178	2	2
178	3	1
178	4	6
178	5	5
179	2	4
179	3	5
179	4	2
179	6	6
180	1	5
180	2	4
180	3	1
180	6	6
181	1	2
181	3	1
181	4	3
181	5	6
181	6	5
182	1	2
182	2	1
182	4	4
182	5	6
182	6	3
183	1	1
183	2	6
183	3	5
183	5	3
183	6	2
184	2	4
184	3	3
184	4	6
184	5	2
184	6	1
185	1	1
185	2	2
185	3	5
185	4	3
185	5	4
185	6	6
186	1	2
186	2	1
186	3	6
186	4	3
186	6	4
187	1	1
187	2	2
187	3	5
187	5	4
188	1	2
188	4	1
188	5	4
188	6	5
189	2	2
189	3	4
189	4	3
189	6	6
190	1	1
190	3	3
190	4	2
190	5	5
190	6	6
191	1	1
191	3	3
191	4	4
191	5	5
191	6	6
192	2	1
192	3	5
192	4	6
192	5	4
193	1	2
193	3	5
193	4	1
193	5	4
193	6	6
194	1	1
194	2	2
194	3	3
194	4	4
194	5	5
194	6	6
195	2	2
195	3	3
195	5	5
195	6	6
196	1	1
196	2	2
196	4	5
196	5	4
196	6	6
197	1	2
197	2	3
197	3	5
197	4	4
197	5	1
197	6	6
198	1	1
198	2	2
198	3	3
198	5	5
198	6	6
199	1	1
199	2	2
199	3	4
199	4	3
199	5	5
199	6	6
200	1	2
200	3	4
200	4	1
200	5	6
200	6	5
201	1	6
201	2	5
201	3	1
201	4	2
201	5	4
201	6	3
202	2	5
202	3	4
202	4	3
202	5	2
203	1	2
203	2	3
203	3	1
203	4	5
203	5	6
203	6	4
204	1	4
204	3	6
204	5	2
204	6	3
205	1	1
205	3	3
205	6	6
206	2	2
206	4	1
206	5	5
207	1	3
207	4	1
207	6	6
208	1	2
208	2	5
208	3	4
208	4	3
208	5	1
209	1	1
209	2	4
209	3	3
209	4	6
209	5	2
209	6	5
210	1	5
210	2	2
210	3	4
210	5	1
210	6	3
211	1	3
211	3	4
211	4	2
211	5	5
211	6	6
212	1	5
212	2	6
212	3	2
212	4	1
212	5	4
212	6	3
213	2	5
213	5	1
214	1	5
214	2	2
214	3	3
214	4	1
214	5	4
214	6	6
215	1	2
215	2	4
215	3	5
215	4	1
215	5	3
215	6	6
216	1	1
216	2	2
216	4	6
216	5	5
216	6	4
217	1	1
217	3	3
218	1	2
218	2	4
218	4	3
218	5	6
218	6	5
219	1	6
219	2	5
219	3	4
219	4	1
219	5	3
219	6	2
